-5.00000,-94.00000
-4.99900,-93.93901
-4.99800,-93.87805
-4.99700,-93.81712
-4.99600,-93.75621
-4.99500,-93.69532
-4.99400,-93.63447
-4.99300,-93.57364
-4.99200,-93.51283
-4.99100,-93.45205
-4.99000,-93.39130
-4.98900,-93.33057
-4.98800,-93.26987
-4.98700,-93.20919
-4.98600,-93.14855
-4.98500,-93.08792
-4.98400,-93.02732
-4.98300,-92.96675
-4.98200,-92.90621
-4.98100,-92.84569
-4.98000,-92.78519
-4.97900,-92.72472
-4.97800,-92.66428
-4.97700,-92.60386
-4.97600,-92.54347
-4.97500,-92.48311
-4.97400,-92.42277
-4.97300,-92.36246
-4.97200,-92.30217
-4.97100,-92.24191
-4.97000,-92.18167
-4.96900,-92.12146
-4.96800,-92.06128
-4.96700,-92.00112
-4.96600,-91.94099
-4.96500,-91.88088
-4.96400,-91.82080
-4.96300,-91.76075
-4.96200,-91.70072
-4.96100,-91.64071
-4.96000,-91.58074
-4.95900,-91.52078
-4.95800,-91.46086
-4.95700,-91.40096
-4.95600,-91.34108
-4.95500,-91.28123
-4.95400,-91.22141
-4.95300,-91.16161
-4.95200,-91.10184
-4.95100,-91.04210
-4.95000,-90.98238
-4.94900,-90.92268
-4.94800,-90.86301
-4.94700,-90.80337
-4.94600,-90.74375
-4.94500,-90.68416
-4.94400,-90.62459
-4.94300,-90.56505
-4.94200,-90.50554
-4.94100,-90.44605
-4.94000,-90.38658
-4.93900,-90.32715
-4.93800,-90.26773
-4.93700,-90.20835
-4.93600,-90.14899
-4.93500,-90.08965
-4.93400,-90.03034
-4.93300,-89.97106
-4.93200,-89.91180
-4.93100,-89.85256
-4.93000,-89.79336
-4.92900,-89.73418
-4.92800,-89.67502
-4.92700,-89.61589
-4.92600,-89.55678
-4.92500,-89.49770
-4.92400,-89.43865
-4.92300,-89.37962
-4.92200,-89.32062
-4.92100,-89.26164
-4.92000,-89.20269
-4.91900,-89.14376
-4.91800,-89.08486
-4.91700,-89.02599
-4.91600,-88.96714
-4.91500,-88.90831
-4.91400,-88.84951
-4.91300,-88.79074
-4.91200,-88.73199
-4.91100,-88.67327
-4.91000,-88.61457
-4.90900,-88.55590
-4.90800,-88.49725
-4.90700,-88.43863
-4.90600,-88.38004
-4.90500,-88.32147
-4.90400,-88.26292
-4.90300,-88.20440
-4.90200,-88.14591
-4.90100,-88.08744
-4.90000,-88.02900
-4.89900,-87.97058
-4.89800,-87.91219
-4.89700,-87.85382
-4.89600,-87.79548
-4.89500,-87.73717
-4.89400,-87.67888
-4.89300,-87.62061
-4.89200,-87.56237
-4.89100,-87.50416
-4.89000,-87.44597
-4.88900,-87.38781
-4.88800,-87.32967
-4.88700,-87.27155
-4.88600,-87.21347
-4.88500,-87.15540
-4.88400,-87.09737
-4.88300,-87.03936
-4.88200,-86.98137
-4.88100,-86.92341
-4.88000,-86.86547
-4.87900,-86.80756
